,Sentences,Corresponding_words,Unnamed: 0
12858,At the fulcrum is a coffee bar and cafe under a giant screen television flanked by CD listening stations.,"['At', 'the', 'fulcrum', 'is', 'a', 'coffee', 'bar', 'and', 'cafe', 'under', 'a', 'giant', 'screen', 'television', 'flanked', 'by', 'CD', 'listening', 'stations', '.']",12858.0
5946,GAO also issued over 160 reports detailing specific findings and made over 100 recommendations to agencies and to the President's Council on Year 2000 Conversion for improving the government's readiness.,"['GAO', 'also', 'issued', 'over', '160', 'reports', 'detailing', 'specific', 'findings', 'and', 'made', 'over', '100', 'recommendations', 'to', 'agencies', 'and', 'to', 'the', 'President', ""'s"", 'Council', 'on', 'Year', '2000', 'Conversion', 'for', 'improving', 'the', 'government', ""'s"", 'readiness', '.']",5946.0
6145,There was nothing in the large chest.,"['There', 'was', 'nothing', 'in', 'the', 'large', 'chest', '.']",6145.0
6626,Finally the woman opened her eyes feebly.,"['Finally', 'the', 'woman', 'opened', 'her', 'eyes', 'feebly', '.']",6626.0
11133,Salt dries in pans at Las Salinas.,"['Salt', 'dries', 'in', 'pans', 'at', 'Las', 'Salinas', '.']",11133.0
3642,"In 392 the Emperor Theodosius proclaimed Christianity to be the official religion of the Roman Empire, and on his death in 395 the empire was split once more, between his two sons, and was never again to be reunited.","['In', '392', 'the', 'Emperor', 'Theodosius', 'proclaimed', 'Christianity', 'to', 'be', 'the', 'official', 'religion', 'of', 'the', 'Roman', 'Empire', ',', 'and', 'on', 'his', 'death', 'in', '395', 'the', 'empire', 'was', 'split', 'once', 'more', ',', 'between', 'his', 'two', 'sons', ',', 'and', 'was', 'never', 'again', 'to', 'be', 'reunited', '.']",3642.0
1774,The standard technology assumptions of scenario A were used by EIA in the development of the AEO2001 reference case projections.,"['The', 'standard', 'technology', 'assumptions', 'of', 'scenario', 'A', 'were', 'used', 'by', 'EIA', 'in', 'the', 'development', 'of', 'the', 'AEO2001', 'reference', 'case', 'projections', '.']",1774.0
6187,Most of the crashed airplanes were hauling drugs from Cuba.,"['Most', 'of', 'the', 'crashed', 'airplanes', 'were', 'hauling', 'drugs', 'from', 'Cuba', '.']",6187.0
17085,The steps are covered in mossy and very slippy.,"['The', 'steps', 'are', 'covered', 'in', 'mossy', 'and', 'very', 'slippy', '.']",17085.0
4578,they don't allow they don't do that,"['they', 'do', ""n't"", 'allow', 'they', 'do', ""n't"", 'do', 'that']",4578.0
9191,He had no reason to make an issue of the situation.,"['He', 'had', 'no', 'reason', 'to', 'make', 'an', 'issue', 'of', 'the', 'situation', '.']",9191.0
3437,This leads to a final press-friendly quality of McCain' brilliant flattery.,"['This', 'leads', 'to', 'a', 'final', 'press', '-', 'friendly', 'quality', 'of', 'McCain', ""'"", 'brilliant', 'flattery', '.']",3437.0
18919,Guru Tengh Bahadur died without an heir.,"['Guru', 'Tengh', 'Bahadur', 'died', 'without', 'an', 'heir', '.']",18919.0
16284,i spent a number of years in the service as an intelligence analyst,"['i', 'spent', 'a', 'number', 'of', 'years', 'in', 'the', 'service', 'as', 'an', 'intelligence', 'analyst']",16284.0
5564,well i hear my kids are needing me again so i'll go see what they need  and we'll maybe talk to you again,"['well', 'i', 'hear', 'my', 'kids', 'are', 'needing', 'me', 'again', 'so', 'i', ""'ll"", 'go', 'see', 'what', 'they', 'need', ' ', 'and', 'we', ""'ll"", 'maybe', 'talk', 'to', 'you', 'again']",5564.0
221,"This is especially untrue on Menorca, where warm summer weather extends the season's length.","['This', 'is', 'especially', 'untrue', 'on', 'Menorca', ',', 'where', 'warm', 'summer', 'weather', 'extends', 'the', 'season', ""'s"", 'length', '.']",221.0
12500,um i know that i had heard that uh McDonald's has gotten so much flack about sending their hot foods out in the Styrofoam that they are going to work on something,"['um', 'i', 'know', 'that', 'i', 'had', 'heard', 'that', 'uh', 'McDonald', ""'s"", 'has', 'gotten', 'so', 'much', 'flack', 'about', 'sending', 'their', 'hot', 'foods', 'out', 'in', 'the', 'Styrofoam', 'that', 'they', 'are', 'going', 'to', 'work', 'on', 'something']",12500.0
2310,I like ethnic humor.,"['I', 'like', 'ethnic', 'humor', '.']",2310.0
1135,The LEarning Channel focuses on the male audience.,"['The', 'LEarning', 'Channel', 'focuses', 'on', 'the', 'male', 'audience', '.']",1135.0
3349,The warriors had savage battles at a Zen monastery rock garden.,"['The', 'warriors', 'had', 'savage', 'battles', 'at', 'a', 'Zen', 'monastery', 'rock', 'garden', '.']",3349.0
146,"There are no shares of a stock that might someday come back, just piles of options as worthless as those shares of Cook's American Business Alliance.","['There', 'are', 'no', 'shares', 'of', 'a', 'stock', 'that', 'might', 'someday', 'come', 'back', ',', 'just', 'piles', 'of', 'options', 'as', 'worthless', 'as', 'those', 'shares', 'of', 'Cook', ""'s"", 'American', 'Business', 'Alliance', '.']",146.0
8521,"In 1996, the Commission published its Final Regulatory Flexibility Analysis.","['In', '1996', ',', 'the', 'Commission', 'published', 'its', 'Final', 'Regulatory', 'Flexibility', 'Analysis', '.']",8521.0
10657,Lister and Simpson developed new uses for medicine.,"['Lister', 'and', 'Simpson', 'developed', 'new', 'uses', 'for', 'medicine', '.']",10657.0
7479,Some interactions between workers can reduce value for consultants.,"['Some', 'interactions', 'between', 'workers', 'can', 'reduce', 'value', 'for', 'consultants', '.']",7479.0
18940,They are the four sentences you always insert in plagiarized papers to throw the professor off track.,"['They', 'are', 'the', 'four', 'sentences', 'you', 'always', 'insert', 'in', 'plagiarized', 'papers', 'to', 'throw', 'the', 'professor', 'off', 'track', '.']",18940.0
11608,Among runners-up is Boston solo Eleanor Newhoff.,"['Among', 'runners', '-', 'up', 'is', 'Boston', 'solo', 'Eleanor', 'Newhoff', '.']",11608.0
6055,Linda did not like Monica.,"['Linda', 'did', 'not', 'like', 'Monica', '.']",6055.0
2275,Arafat is in good health and has a clear line of succession in place.,"['Arafat', 'is', 'in', 'good', 'health', 'and', 'has', 'a', 'clear', 'line', 'of', 'succession', 'in', 'place', '.']",2275.0
12348,The strychnine had been found in a drawer in the prisoner's room.,"['The', 'strychnine', 'had', 'been', 'found', 'in', 'a', 'drawer', 'in', 'the', 'prisoner', ""'s"", 'room', '.']",12348.0
2561,Interest is almost always expressed in terms of percent.,"['Interest', 'is', 'almost', 'always', 'expressed', 'in', 'terms', 'of', 'percent', '.']",2561.0
15854,"They are built on the site of David's Tower, once the largest and most formidable structure in the castle.","['They', 'are', 'built', 'on', 'the', 'site', 'of', 'David', ""'s"", 'Tower', ',', 'once', 'the', 'largest', 'and', 'most', 'formidable', 'structure', 'in', 'the', 'castle', '.']",15854.0
15804,Where lies the real Japan?,"['Where', 'lies', 'the', 'real', 'Japan', '?']",15804.0
18206,This data is used to model the behavior of access costs.,"['This', 'data', 'is', 'used', 'to', 'model', 'the', 'behavior', 'of', 'access', 'costs', '.']",18206.0
17809,They are all over.,"['They', 'are', 'all', 'over', '.']",17809.0
5744,"The Commission published a summary of its Final Regulatory Flexibility Analysis in the Federal Register on September 12, 1996 (61 Fed.","['The', 'Commission', 'published', 'a', 'summary', 'of', 'its', 'Final', 'Regulatory', 'Flexibility', 'Analysis', 'in', 'the', 'Federal', 'Register', 'on', 'September', '12', ',', '1996', '(', '61', 'Fed', '.']",5744.0
17665,The right of eminent domain is an advantage of the Postal Service.,"['The', 'right', 'of', 'eminent', 'domain', 'is', 'an', 'advantage', 'of', 'the', 'Postal', 'Service', '.']",17665.0
3285,Those young children can't comprehend it.,"['Those', 'young', 'children', 'ca', ""n't"", 'comprehend', 'it', '.']",3285.0
18553,This report has good news in it.,"['This', 'report', 'has', 'good', 'news', 'in', 'it', '.']",18553.0
10832,right right they left a woman and a child or the cat the sheep yeah,"['right', 'right', 'they', 'left', 'a', 'woman', 'and', 'a', 'child', 'or', 'the', 'cat', 'the', 'sheep', 'yeah']",10832.0
20000,i'll listen  and agree with what i think sounds right,"['i', ""'ll"", 'listen', ' ', 'and', 'agree', 'with', 'what', 'i', 'think', 'sounds', 'right']",20000.0
1186,"Along with each step, certain practices proved especially important to the success of their efforts.","['Along', 'with', 'each', 'step', ',', 'certain', 'practices', 'proved', 'especially', 'important', 'to', 'the', 'success', 'of', 'their', 'efforts', '.']",1186.0
15612,"The main funding source for Maryland's legal services to the poor has fallen on hard times, and advocates are preparing to seek unprecedented state financial help - even as they keep an eye on a legal challenge that threatens to cut off a main source of funding for such services nationwide.","['The', 'main', 'funding', 'source', 'for', 'Maryland', ""'s"", 'legal', 'services', 'to', 'the', 'poor', 'has', 'fallen', 'on', 'hard', 'times', ',', 'and', 'advocates', 'are', 'preparing', 'to', 'seek', 'unprecedented', 'state', 'financial', 'help', '-', 'even', 'as', 'they', 'keep', 'an', 'eye', 'on', 'a', 'legal', 'challenge', 'that', 'threatens', 'to', 'cut', 'off', 'a', 'main', 'source', 'of', 'funding', 'for', 'such', 'services', 'nationwide', '.']",15612.0
7655,You will have to compete with Indians for seats on planes.,"['You', 'will', 'have', 'to', 'compete', 'with', 'Indians', 'for', 'seats', 'on', 'planes', '.']",7655.0
4399,Stay in 1993.,"['Stay', 'in', '1993', '.']",4399.0
5481,"Rome never ceased to be a republic, and did not become an empire.","['Rome', 'never', 'ceased', 'to', 'be', 'a', 'republic', ',', 'and', 'did', 'not', 'become', 'an', 'empire', '.']",5481.0
6907,We do not have to go to anymore counseling because they say everything is positive.,"['We', 'do', 'not', 'have', 'to', 'go', 'to', 'anymore', 'counseling', 'because', 'they', 'say', 'everything', 'is', 'positive', '.']",6907.0
3899,The green glow painted everything around them after the rain had stopped.,"['The', 'green', 'glow', 'painted', 'everything', 'around', 'them', 'after', 'the', 'rain', 'had', 'stopped', '.']",3899.0
9614,"And frankly, the number seems a tad low to me.","['And', 'frankly', ',', 'the', 'number', 'seems', 'a', 'tad', 'low', 'to', 'me', '.']",9614.0
6733,You should watch Washington Week in Review from the end to the beginning.,"['You', 'should', 'watch', 'Washington', 'Week', 'in', 'Review', 'from', 'the', 'end', 'to', 'the', 'beginning', '.']",6733.0
17940,But we don't rule out regulation in the future if industry fails to do a good job of policing itself.,"['But', 'we', 'do', ""n't"", 'rule', 'out', 'regulation', 'in', 'the', 'future', 'if', 'industry', 'fails', 'to', 'do', 'a', 'good', 'job', 'of', 'policing', 'itself', '.']",17940.0
2408,well that's not why i got it right  how do you like your tread mill,"['well', 'that', ""'s"", 'not', 'why', 'i', 'got', 'it', 'right', ' ', 'how', 'do', 'you', 'like', 'your', 'tread', 'mill']",2408.0
17639,The aniseed drinks are produced internationally.,"['The', 'aniseed', 'drinks', 'are', 'produced', 'internationally', '.']",17639.0
19501,Race is one of several factors in some judicial decisions,"['Race', 'is', 'one', 'of', 'several', 'factors', 'in', 'some', 'judicial', 'decisions']",19501.0
14208,Ca'daan saw confidence flow back into the young man.,"[""Ca'daan"", 'saw', 'confidence', 'flow', 'back', 'into', 'the', 'young', 'man', '.']",14208.0
18749,"They are the best team in the league, by they are not my favorite.","['They', 'are', 'the', 'best', 'team', 'in', 'the', 'league', ',', 'by', 'they', 'are', 'not', 'my', 'favorite', '.']",18749.0
13452,"Why, when I was your age, I already had....""  Dave wasn't listening any longer.","['Why', ',', 'when', 'I', 'was', 'your', 'age', ',', 'I', 'already', 'had', '....', '""', ' ', 'Dave', 'was', ""n't"", 'listening', 'any', 'longer', '.']",13452.0
12899,"North Africans and eastern Europeans eagerly accepted the prospect of staying where they were, while those from Asia Minor and the Balkins settled on the Lingurian coast.","['North', 'Africans', 'and', 'eastern', 'Europeans', 'eagerly', 'accepted', 'the', 'prospect', 'of', 'staying', 'where', 'they', 'were', ',', 'while', 'those', 'from', 'Asia', 'Minor', 'and', 'the', 'Balkins', 'settled', 'on', 'the', 'Lingurian', 'coast', '.']",12899.0
13417,Mr. Franklin is taking the situation very well.,"['Mr.', 'Franklin', 'is', 'taking', 'the', 'situation', 'very', 'well', '.']",13417.0
12637,Judgments take a long time to make.,"['Judgments', 'take', 'a', 'long', 'time', 'to', 'make', '.']",12637.0
15662,My usual partner.',"['My', 'usual', 'partner', '.', ""'""]",15662.0
15683,The help from consultants and other stakeholders was useful in doing it.,"['The', 'help', 'from', 'consultants', 'and', 'other', 'stakeholders', 'was', 'useful', 'in', 'doing', 'it', '.']",15683.0
2367,Israel could've killed Saddam and saved everybody some trouble.,"['Israel', 'could', ""'ve"", 'killed', 'Saddam', 'and', 'saved', 'everybody', 'some', 'trouble', '.']",2367.0
1589,Are you just friends?,"['Are', 'you', 'just', 'friends', '?']",1589.0
9471,San'doro might have impacted him when it came to how they fought.,"[""San'doro"", 'might', 'have', 'impacted', 'him', 'when', 'it', 'came', 'to', 'how', 'they', 'fought', '.']",9471.0
433,The Balanced Scorecard has recently closed due to a lack of interest.,"['The', 'Balanced', 'Scorecard', 'has', 'recently', 'closed', 'due', 'to', 'a', 'lack', 'of', 'interest', '.']",433.0
6512,There are certain categories of control activities that are common to all agencies.,"['There', 'are', 'certain', 'categories', 'of', 'control', 'activities', 'that', 'are', 'common', 'to', 'all', 'agencies', '.']",6512.0
9078,"The elements of this example, repeated across millions of individual tasks, encapsulates the difference between an advanced industrial economy with a high standard of living and a less developed country with a low standard of living.","['The', 'elements', 'of', 'this', 'example', ',', 'repeated', 'across', 'millions', 'of', 'individual', 'tasks', ',', 'encapsulates', 'the', 'difference', 'between', 'an', 'advanced', 'industrial', 'economy', 'with', 'a', 'high', 'standard', 'of', 'living', 'and', 'a', 'less', 'developed', 'country', 'with', 'a', 'low', 'standard', 'of', 'living', '.']",9078.0
825,Women converge on this place to light joss sticks and climb the rock.,"['Women', 'converge', 'on', 'this', 'place', 'to', 'light', 'joss', 'sticks', 'and', 'climb', 'the', 'rock', '.']",825.0
8526,so they don't deal much in cash anymore either,"['so', 'they', 'do', ""n't"", 'deal', 'much', 'in', 'cash', 'anymore', 'either']",8526.0
8791,To cook them you use garlic and a little bit of hot pepper.,"['To', 'cook', 'them', 'you', 'use', 'garlic', 'and', 'a', 'little', 'bit', 'of', 'hot', 'pepper', '.']",8791.0
10276,The H-2A worker must depart the country and is subject to deportation for failing to do so.,"['The', 'H-2A', 'worker', 'must', 'depart', 'the', 'country', 'and', 'is', 'subject', 'to', 'deportation', 'for', 'failing', 'to', 'do', 'so', '.']",10276.0
7653,Most customers will tip in addition to the tax on the menus.,"['Most', 'customers', 'will', 'tip', 'in', 'addition', 'to', 'the', 'tax', 'on', 'the', 'menus', '.']",7653.0
17053,I don't care for what we have right now.,"['I', 'do', ""n't"", 'care', 'for', 'what', 'we', 'have', 'right', 'now', '.']",17053.0
18466,"So have I for that matter, but I flatter myself that my choice of dishes was more judicious than yours.","['So', 'have', 'I', 'for', 'that', 'matter', ',', 'but', 'I', 'flatter', 'myself', 'that', 'my', 'choice', 'of', 'dishes', 'was', 'more', 'judicious', 'than', 'yours', '.']",18466.0
