,Sentences,Corresponding_words,Unnamed: 0.1,Unnamed: 0
9038,Be in a bad mood.,"[('Be', 1), ('in', 1), ('a', 1), ('bad', 1), ('mood', 1), ('.', 1)]",2603.0,2603.0
4247,This has been accepted by the White House.,"[('This', 1), ('has', 1), ('been', 1), ('accepted', 1), ('by', 1), ('the', 1), ('White', 1), ('House', 1), ('.', 1)]",19585.0,19585.0
1345,and my and my part-time work you know it's not our the restaurant our favorite restaurant in the town of Salisbury where actually we live you know where my where i'll return to my job or whatever we can normally eat out for um under fourteen dollars,"[('and', 2), ('my', 4), ('part', 1), ('-', 1), ('time', 1), ('work', 1), ('you', 2), ('know', 2), ('it', 1), (""'s"", 1), ('not', 1), ('our', 2), ('the', 2), ('restaurant', 2), ('favorite', 1), ('in', 1), ('town', 1), ('of', 1), ('Salisbury', 1), ('where', 3), ('actually', 1), ('we', 2), ('live', 1), ('i', 1), (""'ll"", 1), ('return', 1), ('to', 1), ('job', 1), ('or', 1), ('whatever', 1), ('can', 1), ('normally', 1), ('eat', 1), ('out', 1), ('for', 1), ('um', 1), ('under', 1), ('fourteen', 1), ('dollars', 1)]",16300.0,16300.0
268,oh yeah all all mine are uh purebreds so i keep them in,"[('oh', 1), ('yeah', 1), ('all', 2), ('mine', 1), ('are', 1), ('uh', 1), ('purebreds', 1), ('so', 1), ('i', 1), ('keep', 1), ('them', 1), ('in', 1)]",3534.0,3534.0
372,"From ethnic food shops and vintage clothing stores to electronics and book shops, there are so many interesting shopping spots that it is hard to imagine their breadth and depth.","[('From', 1), ('ethnic', 1), ('food', 1), ('shops', 2), ('and', 3), ('vintage', 1), ('clothing', 1), ('stores', 1), ('to', 2), ('electronics', 1), ('book', 1), (',', 1), ('there', 1), ('are', 1), ('so', 1), ('many', 1), ('interesting', 1), ('shopping', 1), ('spots', 1), ('that', 1), ('it', 1), ('is', 1), ('hard', 1), ('imagine', 1), ('their', 1), ('breadth', 1), ('depth', 1), ('.', 1)]",19866.0,19866.0
9884,A prism will be necessary to discern what the political culture that produced Nixon shares with our own.,"[('A', 1), ('prism', 1), ('will', 1), ('be', 1), ('necessary', 1), ('to', 1), ('discern', 1), ('what', 1), ('the', 1), ('political', 1), ('culture', 1), ('that', 1), ('produced', 1), ('Nixon', 1), ('shares', 1), ('with', 1), ('our', 1), ('own', 1), ('.', 1)]",13065.0,13065.0
9180,Research and development is composed of,"[('Research', 1), ('and', 1), ('development', 1), ('is', 1), ('composed', 1), ('of', 1)]",15980.0,15980.0
4703,"Would you cook a turkey or chicken in a barbecue? I would, they taste great that way.","[('Would', 1), ('you', 1), ('cook', 1), ('a', 2), ('turkey', 1), ('or', 1), ('chicken', 1), ('in', 1), ('barbecue', 1), ('?', 1), ('I', 1), ('would', 1), (',', 1), ('they', 1), ('taste', 1), ('great', 1), ('that', 1), ('way', 1), ('.', 1)]",15369.0,15369.0
12235,I don't have many pet stories for this occasion.,"[('I', 1), ('do', 1), (""n't"", 1), ('have', 1), ('many', 1), ('pet', 1), ('stories', 1), ('for', 1), ('this', 1), ('occasion', 1), ('.', 1)]",9375.0,9375.0
12445,GAO's Web site (www.gao.gov) contains abstracts and full-text files ofcurrent reports and testimony and an expanding archive of older products.,"[('GAO', 1), (""'s"", 1), ('Web', 1), ('site', 1), ('(', 1), ('www.gao.gov', 1), (')', 1), ('contains', 1), ('abstracts', 1), ('and', 3), ('full', 1), ('-', 1), ('text', 1), ('files', 1), ('ofcurrent', 1), ('reports', 1), ('testimony', 1), ('an', 1), ('expanding', 1), ('archive', 1), ('of', 1), ('older', 1), ('products', 1), ('.', 1)]",7360.0,7360.0
3765,They are levied through the power of the Government to compel payment.,"[('They', 1), ('are', 1), ('levied', 1), ('through', 1), ('the', 2), ('power', 1), ('of', 1), ('Government', 1), ('to', 1), ('compel', 1), ('payment', 1), ('.', 1)]",6445.0,6445.0
4694,From Cockpit Country to St. Ann's Bay,"[('From', 1), ('Cockpit', 1), ('Country', 1), ('to', 1), ('St.', 1), ('Ann', 1), (""'s"", 1), ('Bay', 1)]",16000.0,16000.0
5480,You can ask local residents where to find them.,"[('You', 1), ('can', 1), ('ask', 1), ('local', 1), ('residents', 1), ('where', 1), ('to', 1), ('find', 1), ('them', 1), ('.', 1)]",4287.0,4287.0
4200,"Shoot only the ones that face us, Jon had told Adrin.","[('Shoot', 1), ('only', 1), ('the', 1), ('ones', 1), ('that', 1), ('face', 1), ('us', 1), (',', 1), ('Jon', 1), ('had', 1), ('told', 1), ('Adrin', 1), ('.', 1)]",10900.0,10900.0
11995,"audits and other reviews, including those showing deficiencies and recommendations reported by auditors and others who evaluate agencies' operations, (2) determine proper actions in response to findings and recommendations from audits and reviews, and (3) complete, within established time frames, all actions that correct or otherwise resolve the matters brought to management's attention.","[('audits', 2), ('and', 6), ('other', 1), ('reviews', 2), (',', 5), ('including', 1), ('those', 1), ('showing', 1), ('deficiencies', 1), ('recommendations', 2), ('reported', 1), ('by', 1), ('auditors', 1), ('others', 1), ('who', 1), ('evaluate', 1), ('agencies', 1), (""'"", 1), ('operations', 1), ('(', 2), ('2', 1), (')', 2), ('determine', 1), ('proper', 1), ('actions', 2), ('in', 1), ('response', 1), ('to', 2), ('findings', 1), ('from', 1), ('3', 1), ('complete', 1), ('within', 1), ('established', 1), ('time', 1), ('frames', 1), ('all', 1), ('that', 1), ('correct', 1), ('or', 1), ('otherwise', 1), ('resolve', 1), ('the', 1), ('matters', 1), ('brought', 1), ('management', 1), (""'s"", 1), ('attention', 1), ('.', 1)]",7106.0,7106.0
2212,Yes it did.,"[('Yes', 1), ('it', 1), ('did', 1), ('.', 1)]",5209.0,5209.0
3547,He was proud of what he had accomplished.,"[('He', 1), ('was', 1), ('proud', 1), ('of', 1), ('what', 1), ('he', 1), ('had', 1), ('accomplished', 1), ('.', 1)]",16159.0,16159.0
11707,oh older ones too i know a few of those,"[('oh', 1), ('older', 1), ('ones', 1), ('too', 1), ('i', 1), ('know', 1), ('a', 1), ('few', 1), ('of', 1), ('those', 1)]",10354.0,10354.0
9896,I was told to leave immediately by the other young lady who was rather rude to me.,"[('I', 1), ('was', 2), ('told', 1), ('to', 2), ('leave', 1), ('immediately', 1), ('by', 1), ('the', 1), ('other', 1), ('young', 1), ('lady', 1), ('who', 1), ('rather', 1), ('rude', 1), ('me', 1), ('.', 1)]",16829.0,16829.0
1270,'Can I get a drink?',"[(""'"", 2), ('Can', 1), ('I', 1), ('get', 1), ('a', 1), ('drink', 1), ('?', 1)]",16928.0,16928.0
3804,did you well it's not just that are there enough jobs for people here now,"[('did', 1), ('you', 1), ('well', 1), ('it', 1), (""'s"", 1), ('not', 1), ('just', 1), ('that', 1), ('are', 1), ('there', 1), ('enough', 1), ('jobs', 1), ('for', 1), ('people', 1), ('here', 1), ('now', 1)]",3926.0,3926.0
7120,"Also, stakeholders may not interpret principles consistently, and it is important for stakeholders to have the same conceptual framework as preparers when interpreting a principle.","[('Also', 1), (',', 2), ('stakeholders', 2), ('may', 1), ('not', 1), ('interpret', 1), ('principles', 1), ('consistently', 1), ('and', 1), ('it', 1), ('is', 1), ('important', 1), ('for', 1), ('to', 1), ('have', 1), ('the', 1), ('same', 1), ('conceptual', 1), ('framework', 1), ('as', 1), ('preparers', 1), ('when', 1), ('interpreting', 1), ('a', 1), ('principle', 1), ('.', 1)]",15816.0,15816.0
12973,"What are you going to do about it?"" Tuppence frowned severely.","[('What', 1), ('are', 1), ('you', 1), ('going', 1), ('to', 1), ('do', 1), ('about', 1), ('it', 1), ('?', 1), ('""', 1), ('Tuppence', 1), ('frowned', 1), ('severely', 1), ('.', 1)]",1144.0,1144.0
4583,The Kingdom of Hawaii has remained exactly the same since the 18th Century.,"[('The', 1), ('Kingdom', 1), ('of', 1), ('Hawaii', 1), ('has', 1), ('remained', 1), ('exactly', 1), ('the', 2), ('same', 1), ('since', 1), ('18th', 1), ('Century', 1), ('.', 1)]",15045.0,15045.0
7237,Of course,"[('Of', 1), ('course', 1)]",9907.0,9907.0
2182,"year, they gave morethan a half million dollars to Western Michigan Legal Services.","[('year', 1), (',', 1), ('they', 1), ('gave', 1), ('morethan', 1), ('a', 1), ('half', 1), ('million', 1), ('dollars', 1), ('to', 1), ('Western', 1), ('Michigan', 1), ('Legal', 1), ('Services', 1), ('.', 1)]",11576.0,11576.0
1502,The road along the coastline to the south travels through busy agricultural towns and fishing villages untouched by tourism.,"[('The', 1), ('road', 1), ('along', 1), ('the', 2), ('coastline', 1), ('to', 1), ('south', 1), ('travels', 1), ('through', 1), ('busy', 1), ('agricultural', 1), ('towns', 1), ('and', 1), ('fishing', 1), ('villages', 1), ('untouched', 1), ('by', 1), ('tourism', 1), ('.', 1)]",9642.0,9642.0
12743,"Though he abstains from showbizzy campaigning, he markets his virtue and exploits his legend.","[('Though', 1), ('he', 2), ('abstains', 1), ('from', 1), ('showbizzy', 1), ('campaigning', 1), (',', 1), ('markets', 1), ('his', 2), ('virtue', 1), ('and', 1), ('exploits', 1), ('legend', 1), ('.', 1)]",1114.0,1114.0
1149,Every republican presidential candidate has tried to avoid the question of creation.,"[('Every', 1), ('republican', 1), ('presidential', 1), ('candidate', 1), ('has', 1), ('tried', 1), ('to', 1), ('avoid', 1), ('the', 1), ('question', 1), ('of', 1), ('creation', 1), ('.', 1)]",855.0,855.0
13651,"Across the river from the city, it has superb views; rooms are very contemporary in design.","[('Across', 1), ('the', 2), ('river', 1), ('from', 1), ('city', 1), (',', 1), ('it', 1), ('has', 1), ('superb', 1), ('views', 1), (';', 1), ('rooms', 1), ('are', 1), ('very', 1), ('contemporary', 1), ('in', 1), ('design', 1), ('.', 1)]",5656.0,5656.0
9107,"You are demented, Beresford.","[('You', 1), ('are', 1), ('demented', 1), (',', 1), ('Beresford', 1), ('.', 1)]",7465.0,7465.0
9660,"""Crime is escalating now in every major city.""","[('""', 2), ('Crime', 1), ('is', 1), ('escalating', 1), ('now', 1), ('in', 1), ('every', 1), ('major', 1), ('city', 1), ('.', 1)]",6991.0,6991.0
7223,"Major journeys from one part of the country to another, say, from Milan to Rome or down to Naples, is most enjoyed by train buffs and travelers with plenty of time, patience, and curiosity.","[('Major', 1), ('journeys', 1), ('from', 2), ('one', 1), ('part', 1), ('of', 2), ('the', 1), ('country', 1), ('to', 3), ('another', 1), (',', 5), ('say', 1), ('Milan', 1), ('Rome', 1), ('or', 1), ('down', 1), ('Naples', 1), ('is', 1), ('most', 1), ('enjoyed', 1), ('by', 1), ('train', 1), ('buffs', 1), ('and', 2), ('travelers', 1), ('with', 1), ('plenty', 1), ('time', 1), ('patience', 1), ('curiosity', 1), ('.', 1)]",2994.0,2994.0
7054,Some trays can be great for watching tv and eating dinner.,"[('Some', 1), ('trays', 1), ('can', 1), ('be', 1), ('great', 1), ('for', 1), ('watching', 1), ('tv', 1), ('and', 1), ('eating', 1), ('dinner', 1), ('.', 1)]",12445.0,12445.0
438,I don't think you lose any money if you got to counciling.,"[('I', 1), ('do', 1), (""n't"", 1), ('think', 1), ('you', 2), ('lose', 1), ('any', 1), ('money', 1), ('if', 1), ('got', 1), ('to', 1), ('counciling', 1), ('.', 1)]",17239.0,17239.0
7630,He purchased the professional parachute helmet proposal.,"[('He', 1), ('purchased', 1), ('the', 1), ('professional', 1), ('parachute', 1), ('helmet', 1), ('proposal', 1), ('.', 1)]",5769.0,5769.0
13239,"For more than 26 centuries it has witnessed countless declines, falls, and rebirths, and today continues to resist the assaults of brutal modernity in its time-locked, color-rich historical center.","[('For', 1), ('more', 1), ('than', 1), ('26', 1), ('centuries', 1), ('it', 1), ('has', 1), ('witnessed', 1), ('countless', 1), ('declines', 1), (',', 4), ('falls', 1), ('and', 2), ('rebirths', 1), ('today', 1), ('continues', 1), ('to', 1), ('resist', 1), ('the', 1), ('assaults', 1), ('of', 1), ('brutal', 1), ('modernity', 1), ('in', 1), ('its', 1), ('time', 1), ('-', 2), ('locked', 1), ('color', 1), ('rich', 1), ('historical', 1), ('center', 1), ('.', 1)]",6982.0,6982.0
4468,"The technology that evaluates information from the RFP allows the LSC to compile information about delivery systems, though not very well.","[('The', 1), ('technology', 1), ('that', 1), ('evaluates', 1), ('information', 2), ('from', 1), ('the', 2), ('RFP', 1), ('allows', 1), ('LSC', 1), ('to', 1), ('compile', 1), ('about', 1), ('delivery', 1), ('systems', 1), (',', 1), ('though', 1), ('not', 1), ('very', 1), ('well', 1), ('.', 1)]",4309.0,4309.0
13043,Slate can still be found on MSN and slate.com until the end of March.,"[('Slate', 1), ('can', 1), ('still', 1), ('be', 1), ('found', 1), ('on', 1), ('MSN', 1), ('and', 1), ('slate.com', 1), ('until', 1), ('the', 1), ('end', 1), ('of', 1), ('March', 1), ('.', 1)]",8561.0,8561.0
11920,"The setting--wherever it might be--always seems authentic, not as if it were a Hollywood back lot.","[('The', 1), ('setting', 1), ('--', 2), ('wherever', 1), ('it', 2), ('might', 1), ('be', 1), ('always', 1), ('seems', 1), ('authentic', 1), (',', 1), ('not', 1), ('as', 1), ('if', 1), ('were', 1), ('a', 1), ('Hollywood', 1), ('back', 1), ('lot', 1), ('.', 1)]",9140.0,9140.0
808,"For almost a decade, the main Republican theme was some form of populism.","[('For', 1), ('almost', 1), ('a', 1), ('decade', 1), (',', 1), ('the', 1), ('main', 1), ('Republican', 1), ('theme', 1), ('was', 1), ('some', 1), ('form', 1), ('of', 1), ('populism', 1), ('.', 1)]",10595.0,10595.0
1953,"Julius Caesar's nephew Octavian took the name Augustus; Rome ceased to be a republic, and became an empire.","[('Julius', 1), ('Caesar', 1), (""'s"", 1), ('nephew', 1), ('Octavian', 1), ('took', 1), ('the', 1), ('name', 1), ('Augustus', 1), (';', 1), ('Rome', 1), ('ceased', 1), ('to', 1), ('be', 1), ('a', 1), ('republic', 1), (',', 1), ('and', 1), ('became', 1), ('an', 1), ('empire', 1), ('.', 1)]",5480.0,5480.0
8456,I assumed he reprogrammed the autopilot.,"[('I', 1), ('assumed', 1), ('he', 1), ('reprogrammed', 1), ('the', 1), ('autopilot', 1), ('.', 1)]",4331.0,4331.0
10313,The Sons of Egg attacked him in the hospital and were trying to reach the camp.,"[('The', 1), ('Sons', 1), ('of', 1), ('Egg', 1), ('attacked', 1), ('him', 1), ('in', 1), ('the', 2), ('hospital', 1), ('and', 1), ('were', 1), ('trying', 1), ('to', 1), ('reach', 1), ('camp', 1), ('.', 1)]",4239.0,4239.0
10445,Gates constructed a large house in the Seattle area.,"[('Gates', 1), ('constructed', 1), ('a', 1), ('large', 1), ('house', 1), ('in', 1), ('the', 1), ('Seattle', 1), ('area', 1), ('.', 1)]",15511.0,15511.0
536,The FCC will publish a notice in the Federal Register when such approval is granted.,"[('The', 1), ('FCC', 1), ('will', 1), ('publish', 1), ('a', 1), ('notice', 1), ('in', 1), ('the', 1), ('Federal', 1), ('Register', 1), ('when', 1), ('such', 1), ('approval', 1), ('is', 1), ('granted', 1), ('.', 1)]",6282.0,6282.0
6749,Seemingly endemic corruption was compounded by a remarkable dearth of political leadership and decisive action.,"[('Seemingly', 1), ('endemic', 1), ('corruption', 1), ('was', 1), ('compounded', 1), ('by', 1), ('a', 1), ('remarkable', 1), ('dearth', 1), ('of', 1), ('political', 1), ('leadership', 1), ('and', 1), ('decisive', 1), ('action', 1), ('.', 1)]",16034.0,16034.0
10397,Guys seem to like it way more than them.,"[('Guys', 1), ('seem', 1), ('to', 1), ('like', 1), ('it', 1), ('way', 1), ('more', 1), ('than', 1), ('them', 1), ('.', 1)]",16957.0,16957.0
5922,"These 900 hectares (2,224 acres) of parkland on the western edge of the city constitute one of Baron Haussmann's happier achievements.","[('These', 1), ('900', 1), ('hectares', 1), ('(', 1), ('2,224', 1), ('acres', 1), (')', 1), ('of', 3), ('parkland', 1), ('on', 1), ('the', 2), ('western', 1), ('edge', 1), ('city', 1), ('constitute', 1), ('one', 1), ('Baron', 1), ('Haussmann', 1), (""'s"", 1), ('happier', 1), ('achievements', 1), ('.', 1)]",13558.0,13558.0
2664,"Good morning, I hope you have an awful day.","[('Good', 1), ('morning', 1), (',', 1), ('I', 1), ('hope', 1), ('you', 1), ('have', 1), ('an', 1), ('awful', 1), ('day', 1), ('.', 1)]",8037.0,8037.0
2359,yeah yeah if they do come up with a positive regardless of what uh what it was they detected uh we're required to go attend a uh a counseling session,"[('yeah', 2), ('if', 1), ('they', 2), ('do', 1), ('come', 1), ('up', 1), ('with', 1), ('a', 3), ('positive', 1), ('regardless', 1), ('of', 1), ('what', 2), ('uh', 3), ('it', 1), ('was', 1), ('detected', 1), ('we', 1), (""'re"", 1), ('required', 1), ('to', 1), ('go', 1), ('attend', 1), ('counseling', 1), ('session', 1)]",6906.0,6906.0
11417,"Say, man, don't you know you've been given up for dead?","[('Say', 1), (',', 2), ('man', 1), ('do', 1), (""n't"", 1), ('you', 2), ('know', 1), (""'ve"", 1), ('been', 1), ('given', 1), ('up', 1), ('for', 1), ('dead', 1), ('?', 1)]",1528.0,1528.0
10723,upwards of a mile but Washington is one of my favorite places to visit uh my daughter lives in Arlington and when i go to visit her  i love to get out on that bike trail and either ride the bike oh gosh you can ride a bike  practically all the way to southern Virginia,"[('upwards', 1), ('of', 2), ('a', 2), ('mile', 1), ('but', 1), ('Washington', 1), ('is', 1), ('one', 1), ('my', 2), ('favorite', 1), ('places', 1), ('to', 4), ('visit', 2), ('uh', 1), ('daughter', 1), ('lives', 1), ('in', 1), ('Arlington', 1), ('and', 2), ('when', 1), ('i', 2), ('go', 1), ('her', 1), (' ', 2), ('love', 1), ('get', 1), ('out', 1), ('on', 1), ('that', 1), ('bike', 3), ('trail', 1), ('either', 1), ('ride', 2), ('the', 2), ('oh', 1), ('gosh', 1), ('you', 1), ('can', 1), ('practically', 1), ('all', 1), ('way', 1), ('southern', 1), ('Virginia', 1)]",18922.0,18922.0
2148,and to have children and just get a day care or someone to take care of it and not really have the bonding process that takes place with babies and stuff you know,"[('and', 4), ('to', 2), ('have', 2), ('children', 1), ('just', 1), ('get', 1), ('a', 1), ('day', 1), ('care', 2), ('or', 1), ('someone', 1), ('take', 1), ('of', 1), ('it', 1), ('not', 1), ('really', 1), ('the', 1), ('bonding', 1), ('process', 1), ('that', 1), ('takes', 1), ('place', 1), ('with', 1), ('babies', 1), ('stuff', 1), ('you', 1), ('know', 1)]",2130.0,2130.0
